Year,Month,DayOfWeek,IATA_Code_Marketing_Airline,CRSDepTime,DepDelay,ArrDelay,Distance,CarrierDelay,WeatherDelay,LateAircraftDelay,Delay_Category
2024,1,3,B6,1536,-3.0,-6.0,1028.0,0.0,0.0,0.0,Green
2024,1,2,WN,1525,-1.0,-19.0,1246.0,0.0,0.0,0.0,Green
2024,1,2,DL,1444,-5.0,-4.0,879.0,0.0,0.0,0.0,Green
2024,1,3,AA,1339,-10.0,-23.0,150.0,0.0,0.0,0.0,Green
2024,1,5,WN,1855,-10.0,-20.0,496.0,0.0,0.0,0.0,Green
2024,1,2,AA,1455,100.0,114.0,1440.0,0.0,0.0,98.0,Red
2024,1,3,HA,2110,10.0,6.0,100.0,0.0,0.0,0.0,Green
2024,1,5,DL,900,7.0,5.0,377.0,0.0,0.0,0.0,Green
2024,1,2,WN,1605,8.0,-25.0,1381.0,0.0,0.0,0.0,Green
2024,1,4,AA,2035,0.0,-19.0,1337.0,0.0,0.0,0.0,Green
2024,1,5,WN,2015,0.0,-21.0,361.0,0.0,0.0,0.0,Green
2024,1,7,B6,1445,-6.0,9.0,1068.0,0.0,0.0,0.0,Green
2024,1,4,AA,1039,-4.0,-29.0,1217.0,0.0,0.0,0.0,Green
2024,1,1,WN,2035,158.0,161.0,1476.0,158.0,0.0,0.0,Red
2024,1,3,UA,1329,57.0,40.0,1504.0,3.0,0.0,37.0,Orange
2024,1,4,UA,835,-10.0,-29.0,2615.0,0.0,0.0,0.0,Green
2024,1,4,NK,700,11.0,-2.0,781.0,0.0,0.0,0.0,Green
2024,1,1,AA,1234,-10.0,-17.0,1430.0,0.0,0.0,0.0,Green
2024,1,3,WN,1955,0.0,-10.0,1565.0,0.0,0.0,0.0,Green
2024,1,4,DL,1345,45.0,30.0,411.0,0.0,0.0,30.0,Orange
2024,1,1,AA,1503,35.0,22.0,91.0,4.0,0.0,18.0,Orange
2024,1,7,DL,1014,0.0,16.0,957.0,0.0,0.0,0.0,Orange
2024,1,2,UA,1210,-6.0,-31.0,867.0,0.0,0.0,0.0,Green
2024,1,1,DL,800,-6.0,-24.0,1121.0,0.0,0.0,0.0,Green
2024,1,2,NK,1616,29.0,22.0,983.0,22.0,0.0,0.0,Orange
2024,1,1,WN,1135,35.0,25.0,283.0,25.0,0.0,0.0,Orange
2024,1,1,UA,830,-3.0,-19.0,1162.0,0.0,0.0,0.0,Green
2024,1,5,DL,1215,-7.0,-15.0,591.0,0.0,0.0,0.0,Green
2024,1,2,DL,1300,44.0,25.0,207.0,0.0,25.0,0.0,Orange
2024,1,5,UA,825,27.0,121.0,1571.0,0.0,27.0,0.0,Red
2024,1,7,F9,530,-5.0,-4.0,861.0,0.0,0.0,0.0,Green
2024,1,2,WN,545,0.0,14.0,1189.0,0.0,0.0,0.0,Green
2024,1,3,UA,1247,-10.0,5.0,1341.0,0.0,0.0,0.0,Green
2024,1,7,AA,825,-11.0,-2.0,993.0,0.0,0.0,0.0,Green
2024,1,1,AS,700,-8.0,5.0,867.0,0.0,0.0,0.0,Green
2024,1,1,UA,1151,-8.0,142.0,964.0,0.0,0.0,0.0,Red
2024,1,6,AS,1400,-1.0,4.0,1368.0,0.0,0.0,0.0,Green
2024,1,6,UA,1929,-6.0,-7.0,534.0,0.0,0.0,0.0,Green
2024,1,3,DL,1145,-2.0,-6.0,453.0,0.0,0.0,0.0,Green
2024,1,7,WN,2005,45.0,38.0,390.0,7.0,0.0,31.0,Orange
2024,1,5,NK,1422,17.0,23.0,966.0,0.0,0.0,17.0,Orange
2024,1,2,UA,2029,12.0,14.0,708.0,0.0,0.0,0.0,Green
2024,1,5,AA,635,-9.0,-2.0,386.0,0.0,0.0,0.0,Green
2024,1,1,UA,910,-6.0,17.0,472.0,0.0,0.0,0.0,Orange
2024,1,5,B6,835,-11.0,-25.0,496.0,0.0,0.0,0.0,Green
2024,1,7,AS,1420,35.0,21.0,1050.0,21.0,0.0,0.0,Orange
2024,1,4,NK,1501,-10.0,-13.0,417.0,0.0,0.0,0.0,Green
2024,1,2,AA,607,-8.0,-15.0,373.0,0.0,0.0,0.0,Green
2024,1,3,F9,2209,-8.0,30.0,868.0,0.0,0.0,0.0,Orange
2024,1,4,AA,2215,64.0,42.0,406.0,12.0,0.0,30.0,Orange
2024,1,4,AA,646,-2.0,-19.0,364.0,0.0,0.0,0.0,Green
2024,1,5,DL,2000,148.0,146.0,416.0,0.0,0.0,146.0,Red
2024,1,2,AA,542,-9.0,-30.0,728.0,0.0,0.0,0.0,Green
2024,1,5,AA,1833,-4.0,-2.0,280.0,0.0,0.0,0.0,Green
2024,1,3,WN,1115,20.0,20.0,770.0,20.0,0.0,0.0,Orange
2024,1,5,NK,2217,1.0,-16.0,1185.0,0.0,0.0,0.0,Green
2024,1,5,DL,1759,99.0,93.0,488.0,0.0,0.0,93.0,Red
2024,1,1,NK,855,-2.0,-1.0,528.0,0.0,0.0,0.0,Green
2024,1,7,DL,621,-5.0,-23.0,620.0,0.0,0.0,0.0,Green
2024,1,5,WN,1535,25.0,39.0,562.0,0.0,0.0,0.0,Orange
2024,1,2,AA,1729,0.0,22.0,2585.0,0.0,0.0,0.0,Orange
2024,1,3,UA,1335,7.0,-8.0,391.0,0.0,0.0,0.0,Green
2024,1,5,DL,630,-3.0,-18.0,425.0,0.0,0.0,0.0,Green
2024,1,6,WN,1130,8.0,15.0,684.0,8.0,0.0,0.0,Orange
2024,1,5,DL,611,-5.0,-32.0,764.0,0.0,0.0,0.0,Green
2024,1,1,B6,538,1.0,-9.0,187.0,0.0,0.0,0.0,Green
2024,1,2,UA,1525,60.0,64.0,141.0,8.0,0.0,52.0,Red
2024,1,2,UA,730,-10.0,-5.0,1091.0,0.0,0.0,0.0,Green
2024,1,7,UA,1659,-3.0,-13.0,83.0,0.0,0.0,0.0,Green
2024,1,3,UA,2007,-1.0,-49.0,1721.0,0.0,0.0,0.0,Green
2024,1,3,B6,601,-9.0,17.0,1368.0,0.0,0.0,0.0,Orange
2024,1,5,UA,1710,9.0,-10.0,1085.0,0.0,0.0,0.0,Green
2024,1,2,AS,940,-5.0,-5.0,2378.0,0.0,0.0,0.0,Green
2024,1,3,AA,1809,58.0,76.0,1095.0,0.0,0.0,58.0,Red
2024,1,4,NK,2359,103.0,86.0,1189.0,0.0,0.0,0.0,Red
2024,1,2,DL,1005,-5.0,-17.0,383.0,0.0,0.0,0.0,Green
2024,1,1,HA,750,-3.0,-21.0,2762.0,0.0,0.0,0.0,Green
2024,1,5,WN,905,69.0,60.0,1785.0,60.0,0.0,0.0,Orange
2024,1,2,DL,1145,-5.0,-15.0,738.0,0.0,0.0,0.0,Green
2024,1,3,UA,1805,13.0,-2.0,862.0,0.0,0.0,0.0,Green
2024,1,7,DL,1710,-7.0,-17.0,221.0,0.0,0.0,0.0,Green
2024,1,7,UA,1010,0.0,10.0,627.0,0.0,0.0,0.0,Green
2024,1,5,B6,1205,-11.0,-17.0,1189.0,0.0,0.0,0.0,Green
2024,1,4,WN,710,-2.0,-17.0,1072.0,0.0,0.0,0.0,Green
2024,1,1,WN,945,-1.0,-4.0,2039.0,0.0,0.0,0.0,Green
2024,1,5,AA,916,-10.0,-30.0,91.0,0.0,0.0,0.0,Green
2024,1,7,AA,1330,-2.0,-3.0,190.0,0.0,0.0,0.0,Green
2024,1,5,WN,1335,3.0,-7.0,919.0,0.0,0.0,0.0,Green
2024,1,6,AA,1152,0.0,-11.0,952.0,0.0,0.0,0.0,Green
2024,1,3,UA,1844,-8.0,-36.0,1605.0,0.0,0.0,0.0,Green
2024,1,5,AA,519,-4.0,-15.0,742.0,0.0,0.0,0.0,Green
2024,1,4,AS,1928,-9.0,4.0,1180.0,0.0,0.0,0.0,Green
2024,1,3,DL,1959,-8.0,-4.0,1028.0,0.0,0.0,0.0,Green
2024,1,3,UA,1625,-12.0,-4.0,900.0,0.0,0.0,0.0,Green
2024,1,3,WN,2000,5.0,-4.0,972.0,0.0,0.0,0.0,Green
2024,1,4,AA,1853,-9.0,-19.0,661.0,0.0,0.0,0.0,Green
2024,1,2,WN,2000,152.0,178.0,883.0,0.0,0.0,152.0,Red
2024,1,2,DL,1950,-3.0,-10.0,534.0,0.0,0.0,0.0,Green
2024,1,6,AA,709,-10.0,-19.0,918.0,0.0,0.0,0.0,Green
2024,1,7,DL,1405,5.0,-23.0,1947.0,0.0,0.0,0.0,Green
2024,1,4,WN,1940,32.0,11.0,883.0,0.0,0.0,0.0,Green
2024,1,2,AS,600,-15.0,-21.0,954.0,0.0,0.0,0.0,Green
2024,1,6,AA,1640,-3.0,-6.0,383.0,0.0,0.0,0.0,Green
2024,1,2,UA,1155,29.0,45.0,1075.0,29.0,0.0,0.0,Orange
2024,1,4,DL,1954,-2.0,-8.0,306.0,0.0,0.0,0.0,Green
2024,1,3,UA,1653,6.0,11.0,550.0,0.0,0.0,0.0,Green
2024,1,4,UA,1325,-6.0,-34.0,637.0,0.0,0.0,0.0,Green
2024,1,3,WN,1720,9.0,-3.0,351.0,0.0,0.0,0.0,Green
2024,1,1,WN,1025,11.0,-3.0,533.0,0.0,0.0,0.0,Green
2024,1,4,DL,1920,57.0,63.0,1139.0,57.0,0.0,0.0,Red
2024,1,7,UA,1421,1.0,-2.0,201.0,0.0,0.0,0.0,Green
2024,1,2,AA,1030,48.0,175.0,237.0,0.0,1.0,47.0,Red
2024,1,2,DL,530,-7.0,-13.0,1149.0,0.0,0.0,0.0,Green
2024,1,4,AS,2055,-6.0,-13.0,447.0,0.0,0.0,0.0,Green
2024,1,2,WN,1840,59.0,40.0,651.0,4.0,0.0,36.0,Orange
2024,1,4,UA,1535,1.0,2.0,224.0,0.0,0.0,0.0,Green
2024,1,1,UA,2005,-9.0,-19.0,250.0,0.0,0.0,0.0,Green
2024,1,2,DL,859,2.0,-12.0,569.0,0.0,0.0,0.0,Green
2024,1,6,UA,1915,51.0,54.0,845.0,0.0,51.0,0.0,Orange
2024,1,2,UA,630,-3.0,-43.0,2454.0,0.0,0.0,0.0,Green
2024,1,7,NK,535,-10.0,-20.0,1145.0,0.0,0.0,0.0,Green
2024,1,1,DL,1430,-3.0,-5.0,484.0,0.0,0.0,0.0,Green
2024,1,4,UA,1420,-1.0,-19.0,374.0,0.0,0.0,0.0,Green
2024,1,6,DL,755,23.0,-1.0,2182.0,0.0,0.0,0.0,Green
2024,1,2,UA,1645,58.0,45.0,192.0,45.0,0.0,0.0,Orange
2024,1,4,AA,1344,-6.0,-16.0,1235.0,0.0,0.0,0.0,Green
2024,1,6,B6,1205,53.0,43.0,1189.0,10.0,0.0,33.0,Orange
2024,1,2,WN,1225,54.0,61.0,259.0,0.0,0.0,42.0,Red
2024,1,2,B6,1645,-8.0,-18.0,1133.0,0.0,0.0,0.0,Green
2024,1,1,UA,1945,-11.0,-23.0,679.0,0.0,0.0,0.0,Green
2024,1,7,DL,1515,-3.0,-20.0,1121.0,0.0,0.0,0.0,Green
2024,1,3,WN,845,4.0,7.0,569.0,0.0,0.0,0.0,Green
2024,1,4,DL,1941,-6.0,-19.0,1562.0,0.0,0.0,0.0,Green
2024,1,1,WN,1235,144.0,138.0,843.0,31.0,0.0,107.0,Red
2024,1,6,UA,634,-4.0,-10.0,542.0,0.0,0.0,0.0,Green
2024,1,5,AA,1350,-7.0,-11.0,84.0,0.0,0.0,0.0,Green
2024,1,7,WN,1500,-1.0,-14.0,719.0,0.0,0.0,0.0,Green
2024,1,1,WN,825,-3.0,31.0,1047.0,0.0,0.0,0.0,Orange
2024,1,3,NK,2149,-1.0,-24.0,258.0,0.0,0.0,0.0,Green
2024,1,2,WN,550,-2.0,-14.0,551.0,0.0,0.0,0.0,Green
2024,1,4,AA,1553,-4.0,-9.0,588.0,0.0,0.0,0.0,Green
2024,1,4,B6,930,-2.0,-15.0,301.0,0.0,0.0,0.0,Green
2024,1,6,DL,1800,-15.0,7.0,198.0,0.0,0.0,0.0,Green
2024,1,2,WN,800,-10.0,-16.0,255.0,0.0,0.0,0.0,Green
2024,1,1,DL,1229,-5.0,-41.0,585.0,0.0,0.0,0.0,Green
2024,1,7,WN,1755,33.0,9.0,819.0,0.0,0.0,0.0,Green
2024,1,4,B6,835,-18.0,-33.0,496.0,0.0,0.0,0.0,Green
2024,1,7,AA,1552,10.0,5.0,409.0,0.0,0.0,0.0,Green
2024,1,1,WN,1835,23.0,29.0,717.0,23.0,0.0,0.0,Orange
2024,1,5,AA,2115,1.0,-10.0,2475.0,0.0,0.0,0.0,Green
2024,1,7,AA,1123,0.0,-16.0,335.0,0.0,0.0,0.0,Green
2024,1,5,DL,1000,-4.0,-7.0,241.0,0.0,0.0,0.0,Green
2024,1,7,WN,1430,-3.0,-11.0,417.0,0.0,0.0,0.0,Green
2024,1,1,F9,1937,-8.0,-20.0,507.0,0.0,0.0,0.0,Green
2024,1,1,DL,1355,-3.0,12.0,1931.0,0.0,0.0,0.0,Green
2024,1,1,WN,1835,-4.0,-11.0,391.0,0.0,0.0,0.0,Green
2024,1,3,DL,1005,0.0,-10.0,153.0,0.0,0.0,0.0,Green
2024,1,6,AA,934,-2.0,-7.0,413.0,0.0,0.0,0.0,Green
2024,1,3,F9,2005,-7.0,-17.0,602.0,0.0,0.0,0.0,Green
2024,1,3,DL,600,-6.0,-15.0,479.0,0.0,0.0,0.0,Green
2024,1,4,AA,1606,-3.0,-15.0,406.0,0.0,0.0,0.0,Green
2024,1,4,WN,850,0.0,5.0,272.0,0.0,0.0,0.0,Green
2024,1,5,WN,2155,3.0,3.0,471.0,0.0,0.0,0.0,Green
2024,1,2,DL,605,1.0,87.0,231.0,0.0,0.0,0.0,Red
2024,1,2,WN,1150,29.0,22.0,622.0,22.0,0.0,0.0,Orange
2024,1,5,UA,1440,-1.0,-13.0,305.0,0.0,0.0,0.0,Green
2024,1,3,AA,1225,-6.0,-24.0,406.0,0.0,0.0,0.0,Green
2024,1,1,UA,2140,6.0,-19.0,429.0,0.0,0.0,0.0,Green
2024,1,3,AA,904,-6.0,-18.0,175.0,0.0,0.0,0.0,Green
2024,1,2,DL,1525,47.0,33.0,134.0,0.0,25.0,8.0,Orange
2024,1,3,AA,1415,0.0,32.0,2077.0,0.0,0.0,0.0,Orange
2024,1,6,DL,600,-2.0,-11.0,306.0,0.0,0.0,0.0,Green
2024,1,4,WN,650,0.0,-3.0,588.0,0.0,0.0,0.0,Green
2024,1,7,WN,1605,6.0,5.0,402.0,0.0,0.0,0.0,Green
2024,1,2,AS,720,-2.0,-9.0,399.0,0.0,0.0,0.0,Green
2024,1,4,WN,1140,-2.0,-11.0,395.0,0.0,0.0,0.0,Green
2024,1,3,UA,1027,59.0,63.0,937.0,26.0,0.0,33.0,Red
2024,1,7,WN,930,5.0,-9.0,377.0,0.0,0.0,0.0,Green
2024,1,5,UA,1733,-8.0,59.0,177.0,0.0,0.0,0.0,Orange
2024,1,7,WN,755,-4.0,-9.0,1444.0,0.0,0.0,0.0,Green
2024,1,3,WN,510,-4.0,-19.0,1444.0,0.0,0.0,0.0,Green
2024,1,1,UA,847,-9.0,-15.0,692.0,0.0,0.0,0.0,Green
2024,1,5,WN,755,-4.0,-15.0,258.0,0.0,0.0,0.0,Green
2024,1,1,DL,800,-4.0,7.0,184.0,0.0,0.0,0.0,Green
2024,1,6,DL,1100,-7.0,-21.0,238.0,0.0,0.0,0.0,Green
2024,1,7,AS,1130,-11.0,-22.0,978.0,0.0,0.0,0.0,Green
2024,1,3,B6,1639,2.0,7.0,1598.0,0.0,0.0,0.0,Green
2024,1,2,NK,942,110.0,89.0,867.0,0.0,0.0,0.0,Red
2024,1,6,AA,600,-9.0,-24.0,204.0,0.0,0.0,0.0,Green
2024,1,6,F9,1702,-16.0,-5.0,957.0,0.0,0.0,0.0,Green
2024,1,3,DL,713,-4.0,21.0,199.0,21.0,0.0,0.0,Orange
2024,1,2,AA,1201,51.0,39.0,814.0,2.0,0.0,37.0,Orange
2024,1,1,UA,1415,-6.0,-11.0,501.0,0.0,0.0,0.0,Green
2024,1,6,AA,900,-8.0,-28.0,203.0,0.0,0.0,0.0,Green
2024,1,4,UA,1700,-2.0,4.0,533.0,0.0,0.0,0.0,Green
2024,1,4,DL,1226,-8.0,-26.0,214.0,0.0,0.0,0.0,Green
2024,1,2,WN,1735,-2.0,10.0,425.0,0.0,0.0,0.0,Green
2024,1,3,WN,1640,3.0,-6.0,423.0,0.0,0.0,0.0,Green
2024,1,6,WN,830,-4.0,-11.0,272.0,0.0,0.0,0.0,Green
2024,1,3,WN,1840,2.0,-5.0,337.0,0.0,0.0,0.0,Green
2024,1,3,WN,1305,-2.0,-7.0,1557.0,0.0,0.0,0.0,Green
2024,1,4,B6,830,33.0,46.0,2704.0,33.0,0.0,0.0,Orange
2024,1,4,DL,1954,2.0,-39.0,1035.0,0.0,0.0,0.0,Green
2024,1,5,WN,1405,23.0,24.0,718.0,1.0,0.0,22.0,Orange
2024,1,3,UA,1010,-8.0,-13.0,1290.0,0.0,0.0,0.0,Green
2024,1,5,DL,1149,-4.0,-32.0,541.0,0.0,0.0,0.0,Green
2024,1,3,NK,850,-8.0,-17.0,1246.0,0.0,0.0,0.0,Green
2024,1,4,F9,935,75.0,75.0,971.0,13.0,0.0,62.0,Red
2024,1,2,UA,1535,-1.0,-21.0,1013.0,0.0,0.0,0.0,Green
2024,1,4,AS,1859,34.0,24.0,2446.0,0.0,0.0,24.0,Orange
2024,1,6,NK,1918,-5.0,-8.0,223.0,0.0,0.0,0.0,Green
2024,1,3,UA,1308,-5.0,-28.0,1440.0,0.0,0.0,0.0,Green
2024,1,4,WN,1435,6.0,-1.0,762.0,0.0,0.0,0.0,Green
2024,1,3,UA,852,0.0,8.0,1739.0,0.0,0.0,0.0,Green
2024,1,4,UA,2155,-8.0,6.0,799.0,0.0,0.0,0.0,Green
2024,1,7,UA,600,-9.0,-9.0,483.0,0.0,0.0,0.0,Green
2024,1,7,WN,1240,-6.0,-24.0,338.0,0.0,0.0,0.0,Green
2024,1,3,WN,1935,26.0,27.0,519.0,0.0,0.0,26.0,Orange
2024,1,4,AA,1949,-2.0,-3.0,312.0,0.0,0.0,0.0,Green
2024,1,4,UA,845,-4.0,-15.0,557.0,0.0,0.0,0.0,Green
2024,1,2,B6,630,-17.0,-27.0,1056.0,0.0,0.0,0.0,Green
2024,1,1,UA,1117,-8.0,-21.0,300.0,0.0,0.0,0.0,Green
2024,1,5,AS,825,-1.0,-11.0,417.0,0.0,0.0,0.0,Green
2024,1,7,UA,1647,44.0,30.0,222.0,0.0,0.0,30.0,Orange
2024,1,3,NK,2310,-7.0,-12.0,2329.0,0.0,0.0,0.0,Green
2024,1,1,WN,845,6.0,-3.0,353.0,0.0,0.0,0.0,Green
2024,1,2,WN,1425,9.0,4.0,444.0,0.0,0.0,0.0,Green
2024,1,7,HA,1210,16.0,21.0,2603.0,21.0,0.0,0.0,Orange
2024,1,1,UA,1049,415.0,439.0,802.0,17.0,0.0,398.0,Red
2024,1,7,AA,1836,38.0,16.0,226.0,0.0,0.0,16.0,Orange
2024,1,2,B6,1118,-14.0,-21.0,1010.0,0.0,0.0,0.0,Green
2024,1,7,WN,630,8.0,15.0,2106.0,8.0,0.0,0.0,Orange
2024,1,1,UA,1545,-14.0,-41.0,1005.0,0.0,0.0,0.0,Green
2024,1,1,DL,1019,-2.0,-16.0,425.0,0.0,0.0,0.0,Green
2024,1,1,DL,1250,-3.0,-15.0,547.0,0.0,0.0,0.0,Green
2024,1,4,UA,1200,-5.0,-9.0,788.0,0.0,0.0,0.0,Green
2024,1,5,WN,1235,-5.0,-13.0,355.0,0.0,0.0,0.0,Green
2024,1,5,AA,1036,-12.0,8.0,364.0,0.0,0.0,0.0,Green
2024,1,4,B6,2359,14.0,-4.0,2584.0,0.0,0.0,0.0,Green
2024,1,4,WN,700,-5.0,-18.0,447.0,0.0,0.0,0.0,Green
2024,1,7,DL,1205,39.0,59.0,888.0,0.0,0.0,0.0,Orange
2024,1,7,DL,1625,1.0,-8.0,356.0,0.0,0.0,0.0,Green
2024,1,6,F9,1951,29.0,55.0,883.0,0.0,0.0,29.0,Orange
2024,1,7,UA,1945,11.0,-16.0,1825.0,0.0,0.0,0.0,Green
2024,1,3,DL,1200,2.0,5.0,946.0,0.0,0.0,0.0,Green
2024,1,3,AA,740,-4.0,-18.0,296.0,0.0,0.0,0.0,Green
2024,1,3,AA,1711,-5.0,7.0,2556.0,0.0,0.0,0.0,Green
2024,1,6,WN,1915,-3.0,-17.0,479.0,0.0,0.0,0.0,Green
2024,1,7,DL,1035,141.0,137.0,983.0,0.0,30.0,107.0,Red
2024,1,2,DL,1610,-15.0,-17.0,114.0,0.0,0.0,0.0,Green
2024,1,5,UA,1330,26.0,19.0,573.0,19.0,0.0,0.0,Orange
2024,1,2,DL,1537,101.0,100.0,331.0,0.0,11.0,89.0,Red
2024,1,1,UA,1040,-4.0,47.0,259.0,0.0,0.0,0.0,Orange
2024,1,7,DL,1145,20.0,59.0,269.0,0.0,20.0,0.0,Orange
2024,1,6,WN,720,9.0,11.0,1166.0,0.0,0.0,0.0,Green
2024,1,3,WN,1540,-8.0,-21.0,819.0,0.0,0.0,0.0,Green
2024,1,3,AA,1507,-4.0,0.0,403.0,0.0,0.0,0.0,Green
2024,1,3,DL,600,-2.0,-11.0,599.0,0.0,0.0,0.0,Green
2024,1,4,AA,835,10.0,22.0,1182.0,10.0,0.0,0.0,Orange
2024,1,6,DL,1510,2.0,2.0,515.0,0.0,0.0,0.0,Green
2024,1,7,G4,1826,-15.0,-28.0,727.0,0.0,0.0,0.0,Green
2024,1,3,DL,2020,38.0,13.0,695.0,0.0,0.0,0.0,Green
2024,1,1,DL,1753,157.0,133.0,76.0,0.0,133.0,0.0,Red
2024,1,5,AS,1249,-6.0,1.0,417.0,0.0,0.0,0.0,Green
2024,1,3,WN,725,-4.0,-16.0,1199.0,0.0,0.0,0.0,Green
2024,1,2,UA,1706,83.0,57.0,627.0,0.0,0.0,57.0,Orange
2024,1,4,AA,1310,1.0,23.0,370.0,1.0,0.0,0.0,Orange
2024,1,3,NK,800,-5.0,-42.0,1005.0,0.0,0.0,0.0,Green
2024,1,2,AA,2022,108.0,91.0,130.0,0.0,0.0,91.0,Red
2024,1,5,UA,1542,19.0,26.0,1620.0,19.0,0.0,0.0,Orange
2024,1,5,UA,730,-4.0,-8.0,787.0,0.0,0.0,0.0,Green
2024,1,6,DL,842,-1.0,7.0,765.0,0.0,0.0,0.0,Green
2024,1,1,F9,349,-7.0,-27.0,1129.0,0.0,0.0,0.0,Green
2024,1,6,UA,2140,-2.0,-13.0,305.0,0.0,0.0,0.0,Green
2024,1,2,AA,1329,58.0,43.0,1514.0,0.0,0.0,43.0,Orange
2024,1,5,AA,1525,-8.0,5.0,1283.0,0.0,0.0,0.0,Green
2024,1,3,WN,1835,0.0,-16.0,387.0,0.0,0.0,0.0,Green
2024,1,7,WN,615,-9.0,-13.0,100.0,0.0,0.0,0.0,Green
2024,1,5,DL,855,-1.0,-3.0,2586.0,0.0,0.0,0.0,Green
2024,1,6,UA,600,-6.0,-15.0,236.0,0.0,0.0,0.0,Green
2024,1,2,UA,1300,-4.0,-25.0,1608.0,0.0,0.0,0.0,Green
2024,1,7,WN,2140,8.0,0.0,883.0,0.0,0.0,0.0,Green
2024,1,3,DL,600,-5.0,-16.0,641.0,0.0,0.0,0.0,Green
2024,1,7,DL,2215,-4.0,3.0,284.0,0.0,0.0,0.0,Green
2024,1,2,AA,1230,-8.0,-7.0,665.0,0.0,0.0,0.0,Green
2024,1,4,AA,2014,42.0,33.0,335.0,0.0,0.0,33.0,Orange
2024,1,3,AA,1049,-11.0,-14.0,500.0,0.0,0.0,0.0,Green
2024,1,1,WN,1950,9.0,-4.0,895.0,0.0,0.0,0.0,Green
2024,1,2,UA,830,12.0,-4.0,284.0,0.0,0.0,0.0,Green
2024,1,1,AS,740,38.0,32.0,539.0,0.0,32.0,0.0,Orange
2024,1,4,AA,1630,-10.0,-15.0,738.0,0.0,0.0,0.0,Green
2024,1,5,UA,1734,28.0,23.0,627.0,0.0,0.0,23.0,Orange
2024,1,5,AA,547,-6.0,-7.0,318.0,0.0,0.0,0.0,Green
2024,1,4,UA,1225,3.0,3.0,1005.0,0.0,0.0,0.0,Green
2024,1,6,DL,1100,-5.0,-12.0,547.0,0.0,0.0,0.0,Green
2024,1,3,DL,2110,-4.0,-10.0,363.0,0.0,0.0,0.0,Green
2024,1,2,DL,1755,-14.0,-33.0,707.0,0.0,0.0,0.0,Green
2024,1,7,UA,930,22.0,2.0,1825.0,0.0,0.0,0.0,Green
2024,1,6,WN,1735,19.0,16.0,1209.0,16.0,0.0,0.0,Orange
2024,1,7,AA,1031,21.0,31.0,510.0,0.0,0.0,21.0,Orange
2024,1,3,AA,525,-6.0,-13.0,1477.0,0.0,0.0,0.0,Green
2024,1,5,AA,1619,100.0,97.0,447.0,2.0,0.0,95.0,Red
2024,1,3,UA,1337,11.0,7.0,641.0,0.0,0.0,0.0,Green
2024,1,6,WN,1025,7.0,-2.0,345.0,0.0,0.0,0.0,Green
2024,1,5,AA,1000,2.0,-13.0,646.0,0.0,0.0,0.0,Green
2024,1,6,WN,1625,8.0,-7.0,345.0,0.0,0.0,0.0,Green
2024,1,1,AS,1320,-6.0,-14.0,287.0,0.0,0.0,0.0,Green
2024,1,3,AA,1400,-8.0,-28.0,1235.0,0.0,0.0,0.0,Green
2024,1,3,WN,1605,61.0,53.0,73.0,19.0,0.0,34.0,Orange
2024,1,5,AA,1438,124.0,170.0,237.0,8.0,0.0,116.0,Red
2024,1,1,AA,1031,-11.0,-28.0,310.0,0.0,0.0,0.0,Green
2024,1,4,WN,600,-11.0,-6.0,641.0,0.0,0.0,0.0,Green
2024,1,3,AA,2010,-1.0,-24.0,640.0,0.0,0.0,0.0,Green
2024,1,6,AS,1715,-8.0,-21.0,399.0,0.0,0.0,0.0,Green
2024,1,7,WN,1315,173.0,176.0,528.0,0.0,0.0,173.0,Red
2024,1,1,NK,2250,-7.0,-23.0,404.0,0.0,0.0,0.0,Green
2024,1,2,AA,1341,-10.0,-22.0,153.0,0.0,0.0,0.0,Green
2024,1,3,AA,1049,-8.0,-3.0,285.0,0.0,0.0,0.0,Green
2024,1,4,AA,1437,-13.0,-39.0,1147.0,0.0,0.0,0.0,Green
2024,1,6,DL,1829,23.0,-4.0,908.0,0.0,0.0,0.0,Green
2024,1,1,AA,2020,34.0,18.0,612.0,2.0,0.0,16.0,Orange
2024,1,6,AA,2145,41.0,39.0,1242.0,39.0,0.0,0.0,Orange
2024,1,2,DL,1715,-14.0,-39.0,748.0,0.0,0.0,0.0,Green
2024,1,1,WN,625,-1.0,-8.0,1521.0,0.0,0.0,0.0,Green
2024,1,2,DL,515,-8.0,-18.0,271.0,0.0,0.0,0.0,Green
2024,1,3,DL,615,-3.0,-10.0,1299.0,0.0,0.0,0.0,Green
2024,1,1,WN,530,-2.0,-4.0,842.0,0.0,0.0,0.0,Green
2024,1,5,WN,1315,-5.0,-16.0,387.0,0.0,0.0,0.0,Green
2024,1,1,WN,750,20.0,27.0,496.0,0.0,20.0,0.0,Orange
2024,1,5,WN,1420,19.0,4.0,909.0,0.0,0.0,0.0,Green
2024,1,4,UA,2035,-7.0,-19.0,349.0,0.0,0.0,0.0,Green
2024,1,7,DL,600,1.0,-18.0,2475.0,0.0,0.0,0.0,Green
2024,1,7,AA,946,47.0,12.0,2279.0,0.0,0.0,0.0,Green
2024,1,7,AA,1235,-6.0,-4.0,2615.0,0.0,0.0,0.0,Green
2024,1,2,WN,1420,-1.0,-9.0,1052.0,0.0,0.0,0.0,Green
2024,1,1,AS,1245,3.0,2.0,784.0,0.0,0.0,0.0,Green
